ID,Type,X,Y,Demand,Service Time,Early,Latest,Deadline,FE Cap,SE Cap
116,3,669898,1193251,30.0,8.0,360.0,660.0,780.0,750.0,160.0
117,3,676340,1192619,9.0,8.0,360.0,660.0,780.0,750.0,160.0
118,3,677919,1188517,10.0,8.0,360.0,660.0,780.0,750.0,160.0
119,2,671539,1195080,15.0,8.0,360.0,660.0,0.0,750.0,160.0
120,3,679360,1198835,23.0,5.0,180.0,420.0,540.0,750.0,160.0
121,2,671338,1194767,15.0,5.0,180.0,420.0,0.0,750.0,160.0
122,2,675764,1196623,24.0,5.0,180.0,420.0,0.0,750.0,160.0
123,2,679858,1196404,27.0,5.0,180.0,420.0,0.0,750.0,160.0
124,3,676013,1195553,27.0,5.0,180.0,420.0,540.0,750.0,160.0
125,2,678741,1188078,31.0,5.0,180.0,420.0,0.0,750.0,160.0
126,2,675195,1195418,12.0,5.0,180.0,420.0,0.0,750.0,160.0
127,2,675820,1196052,6.0,5.0,180.0,420.0,0.0,750.0,160.0
128,3,670751,1197178,25.0,5.0,180.0,420.0,540.0,750.0,160.0
