Type,X,Y,Service Time,Early,Latest,Demand,Origin/Dest,Deadline,FE Cap,SE Cap
3,676312.150403981,1190892.4817865202,5,0,660,2,1.0,840,,
3,676514.2412558671,1185272.9616074099,5,0,660,4,1.0,840,,
2,666721.9776477097,1191431.7483041654,5,0,660,1,1.0,9999,,
2,679555.4143396881,1185711.7922966573,5,0,660,2,1.0,9999,,
3,680335.0868292274,1199529.6007157755,5,0,660,4,1.0,840,,
3,673529.3078703422,1189512.365032324,5,0,660,3,1.0,720,,
3,680952.1889975808,1182863.8077827801,5,0,660,1,1.0,840,,
2,669774.5786639939,1191821.294108394,5,0,660,3,1.0,9999,,
2,678735.238901673,1193058.760045755,5,0,660,3,1.0,9999,,
2,672762.401793119,1201584.5568340556,5,0,660,4,1.0,9999,,
2,674620.0679951273,1211764.281735797,5,0,660,2,1.0,9999,,
2,674255.9259943403,1191728.5202163672,5,0,660,3,1.0,9999,,
2,677119.8735273675,1187194.6442733195,5,0,660,3,1.0,9999,,
2,673135.5388321527,1201049.8392917912,5,0,660,1,1.0,9999,,
2,677672.1054613615,1194505.1395435499,5,0,660,2,1.0,9999,,
3,674612.086845319,1198454.8999685184,5,0,660,3,1.0,720,,
2,675226.3617515232,1212520.457276932,5,0,660,3,1.0,9999,,
2,677489.7222292256,1197621.4376700467,5,0,660,4,1.0,9999,,
3,677087.1616679823,1196431.4290091821,5,0,660,4,1.0,720,,
2,689869.7495936145,1181452.40348895,5,0,660,2,1.0,9999,,
2,674994.4432974997,1197198.6667957967,5,0,660,3,1.0,9999,,
3,669361.3844836184,1199359.0481715633,5,0,660,1,1.0,840,,
2,673446.6010624901,1198535.5550710945,15,0,240,8,1.0,9999,,
3,672123.8402270561,1196189.4257570773,15,0,240,8,1.0,540,,
3,673969.9303152619,1194355.2569855491,15,0,240,8,1.0,420,,
3,679994.5983961452,1196173.8057536695,15,0,240,9,1.0,540,,
2,674275.0289230744,1195108.4424854952,15,0,240,8,1.0,9999,,
3,679727.500615323,1200553.6912776453,15,0,240,7,1.0,540,,
3,677046.8030496049,1189645.8726463118,15,0,240,8,1.0,540,,
2,674722.3796555155,1196909.4507311606,15,0,240,8,1.0,9999,,
3,677472.5258293184,1200607.0957028137,15,0,240,7,1.0,540,,
3,675515.4744531664,1194315.260014999,10,180,420,18,1.0,720,,
3,679634.4305089961,1195640.597394036,10,180,420,18,1.0,720,,
3,669411.1735880892,1196319.2357877437,10,180,420,23,1.0,720,,
3,679519.2713295546,1189024.5767408796,10,180,420,21,1.0,720,,
3,684388.8315772353,1188094.0488653255,10,180,420,15,1.0,720,,
3,668860.9171915281,1199130.2769803933,10,180,420,14,1.0,720,,
3,676888.1167780402,1199562.6518857542,10,180,420,15,1.0,720,,
3,686211.0066655728,1186611.921699158,10,180,420,21,1.0,720,,
3,674508.1704187066,1195071.4830289108,10,180,420,18,1.0,720,,
3,673620.5259272554,1193740.6701679104,10,180,420,19,1.0,720,,
3,672821.8058417252,1196728.987452735,10,180,420,16,1.0,720,,
3,675006.7265692705,1215657.1190464546,10,180,420,18,1.0,720,,
2,663618.8238304234,1195350.4210095636,10,180,420,14,1.0,9999,,
3,685852.4847432806,1183746.329404288,10,180,420,20,1.0,720,,
2,674236.2055707356,1196466.9059022604,10,180,420,21,1.0,9999,,
3,674249.4845580714,1195653.604788045,10,180,420,18,1.0,720,,
3,670141.0319295708,1194710.2995979188,10,180,420,13,1.0,720,,
3,670407.4569546408,1192128.4954906446,10,180,420,18,1.0,720,,
3,666763.109956956,1195992.5886317783,10,180,420,15,1.0,720,,
2,679469.1642323727,1199324.7236846902,10,180,420,19,1.0,9999,,
3,670521.038787038,1197009.7728427453,8,480,540,33,1.0,720,,
3,673025.4088670551,1192677.9833485207,8,480,540,58,1.0,720,,
3,672934.7574974996,1212171.145585862,8,480,540,30,1.0,720,,
3,676339.9113522953,1207910.6777938486,8,480,540,39,1.0,720,,
3,665265.9049501574,1195290.9779830363,8,480,540,39,1.0,720,,
3,670414.5111103998,1214991.1580206885,8,480,540,41,1.0,720,,
3,669525.9356509445,1192965.5967080577,8,480,540,51,1.0,720,,
3,670393.4378274414,1194181.14744543,8,480,540,35,1.0,720,,
3,676871.2597272634,1191808.0335234706,8,480,540,42,1.0,720,,
3,673817.9241255785,1188404.2132869344,8,480,540,38,1.0,720,,
3,680705.8734021658,1199724.5337209294,8,480,540,48,1.0,720,,
2,674790.6873630965,1194777.4210244217,8,480,540,56,1.0,9999,,
3,670583.9319064021,1214079.5953303336,8,480,540,32,1.0,720,,
3,673071.0270079735,1194588.298371139,8,480,540,48,1.0,720,,
2,674862.6517920059,1192018.583809307,8,480,540,45,1.0,9999,,
3,679670.2105504546,1195935.5523831644,8,480,540,37,1.0,720,,
3,670497.3749453325,1196750.1648926288,8,480,540,48,1.0,720,,
3,677450.0126124982,1190090.06484022,8,480,540,37,1.0,720,,
2,680690.2907989102,1197446.4466324614,8,480,540,46,1.0,9999,,
2,679236.119678993,1195610.6799550871,8,480,540,52,1.0,9999,,
3,681054.8611496218,1187941.7022013539,8,480,540,44,1.0,720,,
2,678427.3881772006,1193641.6629476303,8,480,540,46,1.0,9999,,
2,675808.6740018616,1193957.2052804397,8,480,540,58,1.0,9999,,
2,678832.7592413047,1194728.7368225667,8,480,540,56,1.0,9999,,
3,674137.9083198153,1194526.941116869,8,480,540,51,1.0,720,,
3,680883.5165490134,1197369.1059530764,8,480,540,47,1.0,720,,
3,678647.478257937,1197174.468310439,8,480,540,57,1.0,720,,
3,676969.3739960603,1190046.2834864578,8,480,540,58,1.0,720,,
2,673408.3418413885,1212644.8995245588,8,480,540,31,1.0,9999,,
2,669220.1303245095,1194367.328254835,8,480,540,49,1.0,9999,,
3,679926.0067207098,1200450.6215490876,8,480,540,54,1.0,720,,
3,677900.2191571475,1188888.6554892492,8,480,540,46,1.0,720,,
3,677441.8884466469,1190723.5505554401,8,480,540,32,1.0,720,,
3,672176.432444354,1197933.8321575932,8,480,540,57,1.0,720,,
3,670063.6628610992,1195648.6861538668,8,480,540,31,1.0,720,,
2,684452.4505545691,1185355.8190224548,8,480,540,33,1.0,9999,,
3,679542.7780744757,1199612.007514395,8,480,540,36,1.0,720,,
3,680325.2824306391,1183371.0732634224,8,480,540,40,1.0,720,,
2,675247.9149574741,1196108.1832145657,8,480,540,54,1.0,9999,,
3,674196.1601369232,1191743.1690743438,8,480,540,49,1.0,720,,
3,676511.3642595205,1196970.746564949,8,480,540,54,1.0,720,,
3,681277.4363926349,1196677.3632442176,8,480,540,42,1.0,720,,
3,666722.2097011632,1193136.093784856,8,480,540,49,1.0,720,,
3,667806.3298626137,1194183.7707409128,8,480,540,47,1.0,720,,
2,678065.5246858796,1195371.2133178976,8,480,540,55,1.0,9999,,
3,678832.7636202464,1186011.9791291805,8,480,540,34,1.0,720,,
3,675013.6071703479,1199286.6528266345,8,480,540,40,1.0,720,,
3,683696.2775862336,1192904.89300355,8,480,540,39,1.0,720,,
3,676863.6906315719,1195252.7324956858,8,480,540,35,1.0,720,,
2,676371.275039512,1195150.6751665052,8,480,540,40,1.0,9999,,
2,670027.5355212855,1192302.579249572,8,480,540,40,1.0,9999,,
3,672281.7257395425,1193556.9945114274,8,480,540,38,1.0,720,,
3,670634.3038660525,1195104.8875826185,8,480,540,58,1.0,720,,
3,674725.2943196262,1219132.05987717,8,480,540,56,1.0,720,,
3,668946.8779907575,1193819.6292351696,8,480,540,40,1.0,720,,
3,678680.2934704855,1200533.767081027,8,480,540,31,1.0,720,,
3,673646.7399419541,1218523.6260963308,8,480,540,50,1.0,720,,
3,673039.9537786948,1200197.0566728015,8,480,540,50,1.0,720,,
2,668460.8131499188,1195529.8825507362,8,480,540,50,1.0,9999,,
3,673982.3252124955,1196301.6822911238,8,480,540,36,1.0,720,,
2,673462.7131362554,1193821.8144841057,8,480,540,56,1.0,9999,,
3,675604.3797686702,1191792.348023534,8,480,540,48,1.0,720,,
3,674815.9084987724,1198438.9247036318,8,480,540,58,1.0,720,,
