Type,X,Y,Service Time,Early,Latest,Demand,Origin/Dest,Deadline,FE Cap,SE Cap
3,689460.4021862975,1196056.5370041956,8,360,660,13,1.0,780,,
2,691181.4624586162,1195705.0441381661,8,360,660,11,1.0,9999,,
3,691940.8638741538,1193787.8335795952,8,360,660,13,1.0,780,,
3,691744.8863784596,1192773.399183021,8,360,660,13,1.0,780,,
3,696708.385981448,1189693.8466897006,8,360,660,12,1.0,780,,
3,692372.13844904,1195901.0344667167,8,360,660,13,1.0,780,,
2,696777.2999364419,1193469.213274249,8,360,660,12,1.0,9999,,
2,684899.8117725642,1193048.6692118007,8,360,660,5,1.0,9999,,
2,693715.4702734966,1189967.5043604237,8,360,660,10,1.0,9999,,
2,689194.893691521,1192628.7288908951,8,360,660,15,1.0,9999,,
3,694386.498104409,1196173.1219378961,8,360,660,12,1.0,780,,
2,694817.490345801,1192202.7641721931,8,360,660,8,1.0,9999,,
3,688829.4247284958,1192372.670476368,8,360,660,7,1.0,780,,
2,689736.7066409198,1194019.3246728834,8,360,660,13,1.0,9999,,
2,689220.6591236037,1195850.3874087578,8,360,660,13,1.0,9999,,
2,696322.2025810848,1194849.3520572963,8,360,660,7,1.0,9999,,
3,690518.0011261997,1191209.3362991458,8,360,660,5,1.0,780,,
2,693307.0610463123,1195060.2421253538,8,360,660,12,1.0,9999,,
3,692177.1021217861,1197130.8916183815,8,360,660,11,1.0,780,,
2,694707.5598665909,1190780.7427891134,8,360,660,5,1.0,9999,,
3,696026.820097947,1193006.7416943088,8,360,660,5,1.0,780,,
3,697890.3469054895,1191684.1374553451,8,360,660,7,1.0,780,,
2,688706.1530215379,1190582.5610915897,8,360,660,7,1.0,9999,,
2,686662.630345,1191220.6533239277,8,360,660,15,1.0,9999,,
3,690399.0115802244,1194570.895934352,8,360,660,12,1.0,780,,
2,694037.7425355564,1195331.1844098784,8,360,660,6,1.0,9999,,
2,688888.0921562753,1196412.431371143,8,360,660,11,1.0,9999,,
3,694559.9933011587,1192239.7946891885,8,360,660,7,1.0,780,,
2,686533.1754865395,1195671.9791632213,8,360,660,8,1.0,9999,,
3,690633.4147988084,1193191.4438275173,8,360,660,8,1.0,780,,
3,696094.6069426257,1193376.7626494835,8,360,660,12,1.0,780,,
2,690584.9832935666,1188036.1152352898,5,180,420,8,1.0,9999,,
3,688803.4954631027,1189976.2347940365,5,180,420,9,1.0,540,,
2,690462.0861698943,1188422.784400355,5,180,420,12,1.0,9999,,
2,687880.4028281643,1201420.9087673484,5,180,420,9,1.0,9999,,
2,692826.9263933303,1193261.9903339762,5,180,420,9,1.0,9999,,
2,692976.138536618,1189088.9857318269,5,180,420,6,1.0,9999,,
3,688433.0740777515,1196890.014087267,5,180,420,10,1.0,540,,
2,692167.9963068613,1195321.0548444777,5,180,420,10,1.0,9999,,
2,682485.8068485755,1191161.7375557406,5,180,420,6,1.0,9999,,
2,691772.0811624713,1194435.184684564,5,180,420,8,1.0,9999,,
2,694376.2469287374,1189873.9237548567,5,180,420,9,1.0,9999,,
2,693647.0276881177,1194214.2391400267,5,180,420,13,1.0,9999,,
2,691986.5147469498,1191380.9840311978,5,180,420,6,1.0,9999,,
3,682885.8058421614,1194993.30459789,5,180,420,9,1.0,540,,
2,691881.8175037422,1196585.354445153,5,180,420,5,1.0,9999,,
3,689964.7513341159,1195724.7648236766,5,180,420,11,1.0,540,,
2,688182.9476106704,1195690.803496219,5,180,420,8,1.0,9999,,
2,688329.8753276153,1196280.7466925324,5,180,420,10,1.0,9999,,
2,692621.1346046199,1196151.8360306663,5,180,420,7,1.0,9999,,
3,688578.1845249403,1194816.4009828174,5,180,420,9,1.0,540,,
2,690147.916113185,1192315.822783078,5,180,420,11,1.0,9999,,
3,691162.4576881506,1194705.3275471898,5,180,420,8,1.0,540,,
2,694468.9946544374,1191042.377348272,5,180,420,6,1.0,9999,,
2,692326.8289927918,1194135.2154030332,5,180,420,7,1.0,9999,,
2,694063.0956911728,1196098.4565355247,5,180,420,5,1.0,9999,,
2,688565.1084044968,1192539.8684503615,5,180,420,6,1.0,9999,,
2,689774.5331640942,1204904.020288369,5,180,420,12,1.0,9999,,
2,690376.3883477827,1193755.8276978405,5,180,420,8,1.0,9999,,
2,687565.6683090448,1194659.8048639204,5,180,420,7,1.0,9999,,
2,692807.9103581989,1193995.5064321095,5,180,420,11,1.0,9999,,
2,690396.6783282784,1186206.1027497686,5,180,420,11,1.0,9999,,
2,691298.8794405214,1194062.7127782803,5,480,660,6,1.0,9999,,
3,696788.7255754077,1190324.266279757,5,480,660,11,1.0,780,,
3,693221.9037870336,1190911.414673207,5,480,660,8,1.0,780,,
3,688233.0996770167,1197429.111529523,5,480,660,9,1.0,780,,
2,689367.657379481,1188559.8327075895,5,480,660,6,1.0,9999,,
3,694002.6087148688,1194403.9527707421,5,480,660,6,1.0,780,,
3,690956.1461250918,1193250.7638843793,5,480,660,5,1.0,780,,
2,688430.6313662552,1194809.7059061325,5,480,660,11,1.0,9999,,
3,697382.6014885749,1192246.927463983,5,480,660,10,1.0,780,,
2,687749.465609065,1196806.1072828663,5,480,660,9,1.0,9999,,
2,689718.0500425894,1194096.375604464,5,480,660,10,1.0,9999,,
2,698578.1384250164,1194069.887767712,5,480,660,9,1.0,9999,,
2,692601.8031947747,1193304.1325828838,5,480,660,10,1.0,9999,,
2,694081.9884880459,1193131.1504083218,5,480,660,7,1.0,9999,,
3,690813.4556020771,1193743.5249753236,5,480,660,10,1.0,780,,
2,690473.3657759608,1192934.2125195211,5,480,660,7,1.0,9999,,
2,688106.9570469758,1196323.4622257438,5,480,660,7,1.0,9999,,
2,690151.9073319086,1191351.3054543596,5,480,660,9,1.0,9999,,
2,688109.1825204748,1193156.2333351185,5,480,660,7,1.0,9999,,
2,693224.2693446816,1193594.7666413258,5,480,660,11,1.0,9999,,
3,690841.1478347216,1195594.1588626571,5,480,660,5,1.0,780,,
2,693668.4906029443,1191437.4214781532,5,480,660,12,1.0,9999,,
2,687356.4402975983,1190875.2288041613,5,480,660,8,1.0,9999,,
2,692251.6876123279,1190212.742561182,5,480,660,6,1.0,9999,,
2,688335.1651687337,1190384.3925418116,5,480,660,5,1.0,9999,,
3,690701.4241120821,1194080.8976776951,5,480,660,11,1.0,780,,
2,697766.1731515186,1191192.329206754,5,480,660,10,1.0,9999,,
2,690498.8195517288,1189854.8178381077,5,480,660,12,1.0,9999,,
2,689521.2232183877,1195489.3011694716,5,480,660,10,1.0,9999,,
3,695348.2889831552,1195233.9136791395,5,480,660,11,1.0,780,,
2,693790.2110110002,1191696.6026796056,5,480,660,8,1.0,9999,,
2,688790.7183709815,1198744.2947279136,5,0,120,10,1.0,9999,,
3,685302.8569780751,1198330.6546373048,5,0,120,8,1.0,420,,
2,689346.502924425,1189328.4430796127,5,0,120,6,1.0,9999,,
2,690072.2887584247,1205552.2219968177,5,0,120,7,1.0,9999,,
3,687997.6575008389,1198494.6246940382,5,0,120,7,1.0,240,,
2,700409.7819059466,1190913.7930563723,5,0,120,7,1.0,9999,,
2,685254.820625022,1193705.1410803022,5,0,120,9,1.0,9999,,
2,695638.216630077,1197589.619458152,5,0,120,8,1.0,9999,,
3,689697.8241324077,1199111.0411728588,5,0,120,5,1.0,240,,
2,692253.0830703162,1194928.5590569756,5,0,120,6,1.0,9999,,
2,687638.8645157185,1197917.0147902262,5,0,120,10,1.0,9999,,
2,693650.3345366172,1194307.6209428005,5,0,120,8,1.0,9999,,
2,691640.2788803257,1188194.5408768838,5,0,120,7,1.0,9999,,
2,692142.581626923,1203881.708084343,5,0,120,7,1.0,9999,,
2,690744.4484578363,1195315.600102395,5,0,120,10,1.0,9999,,
2,684312.4942269386,1196414.4386724655,5,0,120,10,1.0,9999,,
2,691073.8794617837,1195517.8426839835,5,0,120,10,1.0,9999,,
3,695639.6719146265,1192863.2791895352,5,0,120,8,1.0,420,,
3,690658.6158710968,1200875.649639521,5,0,120,6,1.0,420,,
2,689684.1568864465,1195245.0875644307,5,0,120,7,1.0,9999,,
2,687966.1410454975,1194948.0391938922,5,0,120,6,1.0,9999,,
2,691868.6036955786,1195591.3166280766,5,0,120,7,1.0,9999,,
3,683998.538786089,1198887.0875790322,5,0,120,6,1.0,420,,
2,691668.6576521349,1193475.261839636,5,0,120,5,1.0,9999,,
3,691905.1864805492,1191002.5638528499,5,0,120,6,1.0,420,,
2,693557.5410747036,1188876.1970667979,5,0,120,10,1.0,9999,,
3,688248.998216741,1190507.060441531,5,0,120,9,1.0,240,,
2,684790.7298745773,1196259.3406428194,5,0,120,7,1.0,9999,,
2,693513.6476146753,1192203.9458323992,5,0,120,9,1.0,9999,,
2,695021.643426142,1192111.499563818,5,0,120,7,1.0,9999,,
3,696429.8493897163,1191478.880633666,5,0,120,6,1.0,420,,
2,689844.2796482219,1191979.4082699695,5,0,120,8,1.0,9999,,
3,689649.5427623929,1192136.4678024787,5,0,120,6,1.0,240,,
3,692532.4022196019,1191190.6855138722,5,0,120,10,1.0,420,,
2,692551.5916051479,1188743.4349516402,5,0,120,8,1.0,9999,,
2,690171.1215004239,1198391.1279845282,5,300,540,13,1.0,9999,,
2,693495.6398836782,1192280.5829375093,5,300,540,7,1.0,9999,,
2,693741.8260200475,1192376.7357035715,5,300,540,12,1.0,9999,,
3,692512.7911418857,1190844.7757980255,5,300,540,9,1.0,600,,
2,691860.119657275,1193435.005078315,5,300,540,9,1.0,9999,,
3,689536.6515368492,1191996.0873518495,5,300,540,10,1.0,600,,
2,689799.483593601,1195796.976619514,5,300,540,10,1.0,9999,,
2,687052.5502715012,1190732.5944874086,5,300,540,8,1.0,9999,,
2,693582.4411622561,1188333.9155661627,5,300,540,9,1.0,9999,,
2,690804.8805091642,1199082.5178666748,5,300,540,8,1.0,9999,,
3,696129.3248215861,1192697.1232171734,5,300,540,10,1.0,600,,
2,689768.6877780684,1193177.9297187107,5,300,540,10,1.0,9999,,
2,690055.4393101858,1190659.1498106238,5,300,540,6,1.0,9999,,
3,689702.9359020186,1192972.0789678681,5,300,540,6,1.0,600,,
3,687083.3506059181,1201588.387029988,5,300,540,11,1.0,600,,
3,690595.5245495505,1203671.642142992,5,300,540,9,1.0,600,,
2,692768.8585295646,1193721.7122993572,5,300,540,5,1.0,9999,,
2,693560.8485884977,1190776.5434087336,5,300,540,10,1.0,9999,,
2,688927.5189595928,1192308.8992571174,5,300,540,10,1.0,9999,,
3,699791.011624573,1189352.6608424496,5,300,540,5,1.0,600,,
3,688767.014909469,1198894.0641433133,5,300,540,12,1.0,600,,
2,690400.852254097,1189393.253474168,5,300,540,10,1.0,9999,,
3,693809.5863439656,1202300.9272013658,5,300,540,8,1.0,600,,
2,689940.9159654436,1188782.5604794468,5,300,540,7,1.0,9999,,
3,691220.0747519486,1192578.0044642717,5,300,540,8,1.0,600,,
2,686024.0717486304,1194134.1358149464,5,300,540,13,1.0,9999,,
3,697457.7329501493,1194420.3512769495,5,300,540,7,1.0,600,,
2,693462.1878480994,1194615.5516802447,5,300,540,7,1.0,9999,,
3,690907.855045113,1192265.7027799017,5,300,540,5,1.0,600,,
3,692696.1356244877,1189687.1613994185,5,300,540,7,1.0,600,,
2,693867.380969821,1197289.966124032,5,300,540,5,1.0,9999,,
